[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 113 | Fitness: -58.115 | Solution: [-0.51494604 -6.07247178] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 114 | Fitness: -36.737 | Solution: [ 1.79405104 -2.52530445] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 115 | Fitness: -31.350 | Solution: [-2.81830143 -4.07145528] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 116 | Fitness: -40.219 | Solution: [-2.88693427 -5.12990255] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 117 | Fitness: -60.623 | Solution: [-2.75544205 -5.74395833] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 118 | Fitness: -31.299 | Solution: [-0.72471805 -2.72142822] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 119 | Fitness: -21.854 | Solution: [ 1.2705119  -2.98456673] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 120 | Fitness: -23.920 | Solution: [-0.3062177  -1.79614438] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 121 | Fitness: -19.412 | Solution: [-0.36321428 -1.09020093] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 122 | Fitness: -13.026 | Solution: [ 0.10860164 -2.88633346] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 123 | Fitness: -22.495 | Solution: [-1.13893255 -2.74893113] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 124 | Fitness: -22.355 | Solution: [-0.908915   -0.46235725] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 125 | Fitness: -24.843 | Solution: [-2.77975142  2.99492213] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 126 | Fitness: -32.391 | Solution: [-0.9360681   3.61056452] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 127 | Fitness: -23.263 | Solution: [-1.27557253  3.05898611] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 128 | Fitness: -23.132 | Solution: [-0.97815889  2.36260201] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 129 | Fitness: -16.496 | Solution: [-2.89779331  0.18576186] 
[2025-03-24 15:41:50,609] INFO problem_rustrigin_2d:161 > Step: 130 | Fitness: -26.237 | Solution: [-0.52385603  2.09388613] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 131 | Fitness: -40.873 | Solution: [-1.71510215  4.21745524] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 132 | Fitness: -28.615 | Solution: [2.14693952 2.32653053] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 133 | Fitness: -29.030 | Solution: [2.40924038 0.16262174] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 134 | Fitness: -16.382 | Solution: [-0.33514803  1.02481863] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 135 | Fitness: -14.006 | Solution: [-1.28403687 -0.03447551] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 136 | Fitness: -22.675 | Solution: [-0.90686265  0.48471914] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 137 | Fitness: -7.958 | Solution: [-0.81724378  0.95010605] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 138 | Fitness: -8.525 | Solution: [-1.07112279  1.87621797] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 139 | Fitness: -12.859 | Solution: [-1.2062615   2.01632261] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 140 | Fitness: -24.602 | Solution: [-2.10341984  1.3583505 ] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 141 | Fitness: -33.122 | Solution: [-0.95487862 -3.56906457] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 142 | Fitness: -4.817 | Solution: [-0.91566232  0.1172582 ] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 143 | Fitness: -15.393 | Solution: [-0.79705187 -0.79792337] 
[2025-03-24 15:41:50,610] INFO problem_rustrigin_2d:161 > Step: 144 | Fitness: -5.803 | Solution: [-0.88236003  1.08035725] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 145 | Fitness: -2.626 | Solution: [-0.93877038  0.98511766] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 146 | Fitness: -3.474 | Solution: [-1.07991546  0.97499927] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 147 | Fitness: -4.147 | Solution: [-0.8753843   0.04878148] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 148 | Fitness: -2.995 | Solution: [-0.9925625  -0.10210928] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 149 | Fitness: -8.300 | Solution: [-0.87038183  0.15505032] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 150 | Fitness: -7.824 | Solution: [-0.79548714 -0.00737344] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 151 | Fitness: -8.559 | Solution: [-2.09443131  0.11382935] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 152 | Fitness: -6.405 | Solution: [-0.83878254 -0.9960413 ] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 153 | Fitness: -21.050 | Solution: [-0.98341688  0.53633447] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 154 | Fitness: -30.104 | Solution: [-2.55524882  2.02096741] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 155 | Fitness: -19.959 | Solution: [-0.1766121  -3.15575606] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 156 | Fitness: -9.136 | Solution: [-2.03778807 -0.16066708] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 157 | Fitness: -15.886 | Solution: [-1.26944059  0.89081376] 
[2025-03-24 15:41:50,611] INFO problem_rustrigin_2d:161 > Step: 158 | Fitness: -21.199 | Solution: [-1.75977434  0.22866231] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 159 | Fitness: -27.209 | Solution: [-2.50049489  0.07001245] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 160 | Fitness: -32.491 | Solution: [0.13561626 3.65326612] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 161 | Fitness: -14.362 | Solution: [1.89309927 1.82855078] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 162 | Fitness: -15.380 | Solution: [2.90648088 2.07059027] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 163 | Fitness: -22.678 | Solution: [3.12789124 2.917103  ] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 164 | Fitness: -15.682 | Solution: [ 1.22654826 -0.83425163] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 165 | Fitness: -5.420 | Solution: [0.91071791 0.12752858] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 166 | Fitness: -9.530 | Solution: [1.93451159 0.84779713] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 167 | Fitness: -14.115 | Solution: [1.93722587 0.24260714] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 168 | Fitness: -12.955 | Solution: [2.86927406 0.9424645 ] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 169 | Fitness: -23.764 | Solution: [2.91827194 1.28696597] 
